# File: Diet_3C_Ref.csv
# Title: 3C Ref diet by region and sector
# Units: Pcal
# Description: Need 2020 and 2025 values
# Column types: cccnn
# ----------
scenario,region,technology,year,value
3C,Indonesia,SheepGoat,2025,0.16648
3C,Indonesia,Soybean,2015,4.1372
3C,Indonesia,Soybean,2020,5.14565
3C,Indonesia,Soybean,2025,6.11989
3C,Indonesia,SugarCrop,2015,17.194
3C,Indonesia,SugarCrop,2020,21.1877
3C,Indonesia,SugarCrop,2025,25.0279
3C,Indonesia,Vegetables,2015,2.38305
3C,Indonesia,Vegetables,2020,2.95733
3C,Indonesia,Vegetables,2025,3.49282
3C,Indonesia,Wheat,2015,16.791
3C,Indonesia,Wheat,2020,17.5295
3C,Indonesia,Wheat,2025,17.9318
3C,Japan,Beef,2015,1.35737
3C,Japan,Beef,2020,1.42966
3C,Japan,Beef,2025,1.4411
3C,Japan,Corn,2015,4.17023
3C,Japan,Corn,2020,4.09987
3C,Japan,Corn,2025,4
3C,Japan,Dairy,2015,5.42222
3C,Japan,Dairy,2020,5.72037
3C,Japan,Dairy,2025,5.78267
3C,Japan,FiberCrop,2015,0
3C,Japan,FiberCrop,2020,0
3C,Japan,FiberCrop,2025,0
3C,Japan,Fruits,2015,1.73158
3C,Japan,Fruits,2020,1.83028
3C,Japan,Fruits,2025,1.8488
3C,Japan,Legumes,2015,0.555076
3C,Japan,Legumes,2020,0.586726
3C,Japan,Legumes,2025,0.595453
3C,Japan,MiscCrop,2015,1.35168
3C,Japan,MiscCrop,2020,1.43073
3C,Japan,MiscCrop,2025,1.44671
3C,Japan,NutsSeeds,2015,1.09028
3C,Japan,NutsSeeds,2020,1.15471
3C,Japan,NutsSeeds,2025,1.17225
3C,Japan,OilCrop,2015,8.63794
3C,Japan,OilCrop,2020,9.08901
3C,Japan,OilCrop,2025,9.21596
3C,Japan,OilPalm,2015,0.91637
3C,Japan,OilPalm,2020,0.971282
3C,Japan,OilPalm,2025,0.985954
3C,Japan,OtherGrain,2015,1.70907
3C,Japan,OtherGrain,2020,1.68373
3C,Japan,OtherGrain,2025,1.64186
3C,Japan,OtherMeat_Fish,2015,3.92093
3C,Japan,OtherMeat_Fish,2020,4.14008
3C,Japan,OtherMeat_Fish,2025,4.1863
3C,Japan,Pork,2015,4.20041
3C,Japan,Pork,2020,4.45072
3C,Japan,Pork,2025,4.50623
3C,Japan,Poultry,2015,5.60509
3C,Japan,Poultry,2020,5.93025
3C,Japan,Poultry,2025,6.00642
3C,Japan,Rice,2015,25.1473
3C,Japan,Rice,2020,24.7194
3C,Japan,Rice,2025,24.0086
3C,Japan,RootTuber,2015,2.50809
3C,Japan,RootTuber,2020,2.46989
3C,Japan,RootTuber,2025,2.39634
3C,Japan,SheepGoat,2015,0.0354933
3C,Japan,SheepGoat,2020,0.0374688
3C,Japan,SheepGoat,2025,0.0377841
3C,Japan,Soybean,2015,7.57364
3C,Japan,Soybean,2020,8.03159
3C,Japan,Soybean,2025,8.18312
3C,Japan,SugarCrop,2015,7.4691
3C,Japan,SugarCrop,2020,7.90744
3C,Japan,SugarCrop,2025,8.02316
3C,Japan,Vegetables,2015,2.30534
3C,Japan,Vegetables,2020,2.43686
3C,Japan,Vegetables,2025,2.46375
3C,Japan,Wheat,2015,15.5547
3C,Japan,Wheat,2020,15.3717
3C,Japan,Wheat,2025,14.9859
3C,Mexico,Beef,2015,2.69235
3C,Mexico,Beef,2020,2.73252
3C,Mexico,Beef,2025,3.03287
3C,Mexico,Corn,2015,31.7784
3C,Mexico,Corn,2020,33.6807
3C,Mexico,Corn,2025,34.4277
3C,Mexico,Dairy,2015,6.00235
3C,Mexico,Dairy,2020,6.06562
3C,Mexico,Dairy,2025,6.73701
3C,Mexico,FiberCrop,2015,0.0113142
3C,Mexico,FiberCrop,2020,0.0114303
3C,Mexico,FiberCrop,2025,0.0126576
3C,Mexico,Fruits,2015,3.32921
3C,Mexico,Fruits,2020,3.37108
3C,Mexico,Fruits,2025,3.73747
3C,Mexico,Legumes,2015,3.02245
3C,Mexico,Legumes,2020,3.07861
3C,Mexico,Legumes,2025,3.4301
3C,Mexico,MiscCrop,2015,0.238789
3C,Mexico,MiscCrop,2020,0.242673
3C,Mexico,MiscCrop,2025,0.269951
3C,Mexico,NutsSeeds,2015,1.20644
3C,Mexico,NutsSeeds,2020,1.22052
3C,Mexico,NutsSeeds,2025,1.35887
3C,Mexico,OilCrop,2015,1.94939
3C,Mexico,OilCrop,2020,1.97324
3C,Mexico,OilCrop,2025,2.19694
3C,Mexico,OilPalm,2015,2.65447
3C,Mexico,OilPalm,2020,2.69944
3C,Mexico,OilPalm,2025,3.00097
3C,Mexico,OtherGrain,2015,2.87666
3C,Mexico,OtherGrain,2020,3.04183
3C,Mexico,OtherGrain,2025,3.10136
3C,Mexico,OtherMeat_Fish,2015,1.63409
3C,Mexico,OtherMeat_Fish,2020,1.64988
3C,Mexico,OtherMeat_Fish,2025,1.83319
3C,Mexico,Pork,2015,4.40361
3C,Mexico,Pork,2020,4.46022
3C,Mexico,Pork,2025,4.96461
3C,Mexico,Poultry,2015,6.17833
3C,Mexico,Poultry,2020,6.24964
3C,Mexico,Poultry,2025,6.95119
3C,Mexico,Rice,2015,1.87343
3C,Mexico,Rice,2020,1.96533
3C,Mexico,Rice,2025,2.00203
3C,Mexico,RootTuber,2015,1.01723
3C,Mexico,RootTuber,2020,1.07264
3C,Mexico,RootTuber,2025,1.09314
3C,Mexico,SheepGoat,2015,0.152992
3C,Mexico,SheepGoat,2020,0.155528
3C,Mexico,SheepGoat,2025,0.172264
3C,Mexico,Soybean,2015,3.51117
3C,Mexico,Soybean,2020,3.57053
3C,Mexico,Soybean,2025,3.9884
3C,Mexico,SugarCrop,2015,12.915
3C,Mexico,SugarCrop,2020,13.1034
3C,Mexico,SugarCrop,2025,14.5534
3C,Mexico,Vegetables,2015,1.30057
3C,Mexico,Vegetables,2020,1.31729
3C,Mexico,Vegetables,2025,1.46112
3C,Mexico,Wheat,2015,7.23305
3C,Mexico,Wheat,2020,7.65433
3C,Mexico,Wheat,2025,7.83824
3C,Middle East,Beef,2015,2.40142
3C,Middle East,Beef,2020,2.60804
3C,Middle East,Beef,2025,2.96537
3C,Middle East,Corn,2015,5.90696
3C,Middle East,Corn,2020,6.49559
3C,Middle East,Corn,2025,6.90854
3C,Middle East,Dairy,2015,10.9855
3C,Middle East,Dairy,2020,11.93
3C,Middle East,Dairy,2025,13.5706
3C,Middle East,FiberCrop,2015,0.305946
3C,Middle East,FiberCrop,2020,0.332505
3C,Middle East,FiberCrop,2025,0.377696
3C,Middle East,Fruits,2015,10.0523
3C,Middle East,Fruits,2020,10.9349
3C,Middle East,Fruits,2025,12.4231
3C,Middle East,Legumes,2015,4.41705
3C,Middle East,Legumes,2020,4.8164
3C,Middle East,Legumes,2025,5.48424
3C,Middle East,MiscCrop,2015,2.78961
3C,Middle East,MiscCrop,2020,3.04199
3C,Middle East,MiscCrop,2025,3.46107
3C,Middle East,NutsSeeds,2015,3.83736
3C,Middle East,NutsSeeds,2020,4.17126
3C,Middle East,NutsSeeds,2025,4.74393
3C,Middle East,OilCrop,2015,11.657
3C,Middle East,OilCrop,2020,12.5661
3C,Middle East,OilCrop,2025,14.3094
3C,Middle East,OilPalm,2015,8.48023
3C,Middle East,OilPalm,2020,9.2294
3C,Middle East,OilPalm,2025,10.5173
3C,Middle East,OtherGrain,2015,2.78349
3C,Middle East,OtherGrain,2020,3.06736
3C,Middle East,OtherGrain,2025,3.26926
3C,Middle East,OtherMeat_Fish,2015,3.38606
3C,Middle East,OtherMeat_Fish,2020,3.68288
3C,Middle East,OtherMeat_Fish,2025,4.19323
3C,Middle East,Pork,2015,0.0918759
3C,Middle East,Pork,2020,0.100273
3C,Middle East,Pork,2025,0.11398
3C,Middle East,Poultry,2015,9.37415
3C,Middle East,Poultry,2020,10.2375
3C,Middle East,Poultry,2025,11.686
3C,Middle East,Rice,2015,19.6871
3C,Middle East,Rice,2020,21.5215
3C,Middle East,Rice,2025,22.8449
3C,Middle East,RootTuber,2015,4.08763
3C,Middle East,RootTuber,2020,4.48351
3C,Middle East,RootTuber,2025,4.75622
3C,Middle East,SheepGoat,2015,2.09165
3C,Middle East,SheepGoat,2020,2.2745
3C,Middle East,SheepGoat,2025,2.58629
3C,Middle East,Soybean,2015,6.52925
3C,Middle East,Soybean,2020,7.11677
3C,Middle East,Soybean,2025,8.14776
3C,Middle East,SugarCrop,2015,22.3954
3C,Middle East,SugarCrop,2020,24.3284
3C,Middle East,SugarCrop,2025,27.6906
3C,Middle East,Vegetables,2015,4.91029
3C,Middle East,Vegetables,2020,5.343
3C,Middle East,Vegetables,2025,6.07081
3C,Middle East,Wheat,2015,76.65
3C,Middle East,Wheat,2020,84.4948
3C,Middle East,Wheat,2025,90.1837
3C,Pakistan,Beef,2015,2.17703
3C,Pakistan,Beef,2020,2.46459
3C,Pakistan,Beef,2025,2.8791
3C,Pakistan,Corn,2015,8.8765
3C,Pakistan,Corn,2020,9.20711
3C,Pakistan,Corn,2025,9.79529
3C,Pakistan,Dairy,2015,23.8275
3C,Pakistan,Dairy,2020,26.9078
3C,Pakistan,Dairy,2025,31.3931
3C,Pakistan,FiberCrop,2015,0.649225
3C,Pakistan,FiberCrop,2020,0.727681
3C,Pakistan,FiberCrop,2025,0.841947
3C,Pakistan,Fruits,2015,2.16452
3C,Pakistan,Fruits,2020,2.44321
3C,Pakistan,Fruits,2025,2.85022
3C,Pakistan,Legumes,2015,2.35522
3C,Pakistan,Legumes,2020,2.68025
3C,Pakistan,Legumes,2025,3.14247
3C,Pakistan,MiscCrop,2015,0.373482
3C,Pakistan,MiscCrop,2020,0.424424
3C,Pakistan,MiscCrop,2025,0.497718
3C,Pakistan,NutsSeeds,2015,0.544034
3C,Pakistan,NutsSeeds,2020,0.623992
3C,Pakistan,NutsSeeds,2025,0.739285
3C,Pakistan,OilCrop,2015,0.393936
3C,Pakistan,OilCrop,2020,0.444603
3C,Pakistan,OilCrop,2025,0.520746
3C,Pakistan,OilPalm,2015,7.05014
3C,Pakistan,OilPalm,2020,8.01598
3C,Pakistan,OilPalm,2025,9.41627
3C,Pakistan,OtherGrain,2015,0.927065
3C,Pakistan,OtherGrain,2020,0.963039
3C,Pakistan,OtherGrain,2025,1.03094
3C,Pakistan,OtherMeat_Fish,2015,1.32499
3C,Pakistan,OtherMeat_Fish,2020,1.50566
3C,Pakistan,OtherMeat_Fish,2025,1.76723
3C,Pakistan,Pork,2015,9.88E-05
3C,Pakistan,Pork,2020,1.13E-04
3C,Pakistan,Pork,2025,1.32E-04
3C,Pakistan,Poultry,2015,1.73537
3C,Pakistan,Poultry,2020,1.96338
3C,Pakistan,Poultry,2025,2.29713
3C,Pakistan,Rice,2015,7.05457
3C,Pakistan,Rice,2020,7.41157
3C,Pakistan,Rice,2025,7.98112
3C,Pakistan,RootTuber,2015,1.58409
3C,Pakistan,RootTuber,2020,1.67216
3C,Pakistan,RootTuber,2025,1.81109
3C,Pakistan,SheepGoat,2015,0.609331
3C,Pakistan,SheepGoat,2020,0.690046
3C,Pakistan,SheepGoat,2025,0.807261
3C,Pakistan,Soybean,2015,0.664236
3C,Pakistan,Soybean,2020,0.75474
3C,Pakistan,Soybean,2025,0.889803
3C,Pakistan,SugarCrop,2015,14.4485
3C,Pakistan,SugarCrop,2020,16.1307
3C,Pakistan,SugarCrop,2025,18.6197
3C,Pakistan,Vegetables,2015,1.45049
3C,Pakistan,Vegetables,2020,1.6438
3C,Pakistan,Vegetables,2025,1.92317
3C,Pakistan,Wheat,2015,53.5049
3C,Pakistan,Wheat,2020,56.6932
3C,Pakistan,Wheat,2025,61.3795
3C,Russia,Beef,2015,2.93984
3C,Russia,Beef,2020,3.04501
3C,Russia,Beef,2025,3.12719
3C,Russia,Corn,2015,0.163684
3C,Russia,Corn,2020,0.163793
3C,Russia,Corn,2025,0.162462
3C,Russia,Dairy,2015,13.0714
3C,Russia,Dairy,2020,13.5473
3C,Russia,Dairy,2025,13.9205
3C,Russia,Fruits,2015,2.67152
3C,Russia,Fruits,2020,2.7689
3C,Russia,Fruits,2025,2.84156
3C,Russia,Legumes,2015,0.748327
3C,Russia,Legumes,2020,0.776955
3C,Russia,Legumes,2025,0.799254
3C,Russia,MiscCrop,2015,0.768729
3C,Russia,MiscCrop,2020,0.798917
3C,Russia,MiscCrop,2025,0.821091
3C,Russia,NutsSeeds,2015,0.600802
3C,Russia,NutsSeeds,2020,0.623861
3C,Russia,NutsSeeds,2025,0.644175
3C,Russia,OilCrop,2015,10.4249
3C,Russia,OilCrop,2020,10.7858
3C,Russia,OilCrop,2025,11.1281
3C,Russia,OtherGrain,2015,5.14247
3C,Russia,OtherGrain,2020,5.18796
3C,Russia,OtherGrain,2025,5.16739
3C,Russia,OtherMeat_Fish,2015,2.79936
3C,Russia,OtherMeat_Fish,2020,2.90106
3C,Russia,OtherMeat_Fish,2025,2.97977
3C,Russia,Pork,2015,6.42436
3C,Russia,Pork,2020,6.66961
3C,Russia,Pork,2025,6.86103
3C,Russia,Poultry,2015,6.13485
3C,Russia,Poultry,2020,6.36736
3C,Russia,Poultry,2025,6.55439
3C,Russia,Rice,2015,1.80215
3C,Russia,Rice,2020,1.80481
3C,Russia,Rice,2025,1.78605
3C,Russia,RootTuber,2015,6.80359
3C,Russia,RootTuber,2020,6.82234
3C,Russia,RootTuber,2025,6.75296
3C,Russia,SheepGoat,2015,0.299575
3C,Russia,SheepGoat,2020,0.309576
3C,Russia,SheepGoat,2025,0.317902
3C,Russia,Soybean,2015,0.612169
3C,Russia,Soybean,2020,0.635938
3C,Russia,Soybean,2025,0.656831
3C,Russia,SugarCrop,2015,14.0346
3C,Russia,SugarCrop,2020,14.5548
3C,Russia,SugarCrop,2025,14.9694
3C,Russia,Vegetables,2015,2.54075
3C,Russia,Vegetables,2020,2.63303
3C,Russia,Vegetables,2025,2.7032
3C,Russia,Wheat,2015,37.6209
3C,Russia,Wheat,2020,37.8925
3C,Russia,Wheat,2025,37.6601
3C,South Africa,Beef,2015,1.63586
3C,South Africa,Beef,2020,1.65269
3C,South Africa,Beef,2025,1.79627
3C,South Africa,Corn,2015,14.4555
3C,South Africa,Corn,2020,15.3943
3C,South Africa,Corn,2025,15.9137
3C,South Africa,Dairy,2015,1.44074
3C,South Africa,Dairy,2020,1.44055
3C,South Africa,Dairy,2025,1.5568
3C,South Africa,FiberCrop,2015,0.0097257
3C,South Africa,FiberCrop,2020,0.00968371
3C,South Africa,FiberCrop,2025,0.0104158
3C,South Africa,Fruits,2015,0.464319
3C,South Africa,Fruits,2020,0.462422
3C,South Africa,Fruits,2025,0.497933
3C,South Africa,Legumes,2015,0.289059
3C,South Africa,Legumes,2020,0.288537
3C,South Africa,Legumes,2025,0.311476
3C,South Africa,MiscCrop,2015,0.186143
3C,South Africa,MiscCrop,2020,0.185682
3C,South Africa,MiscCrop,2025,0.200216
3C,South Africa,NutsSeeds,2015,0.248856
3C,South Africa,NutsSeeds,2020,0.248167
3C,South Africa,NutsSeeds,2025,0.268046
3C,South Africa,OilCrop,2015,2.27863
3C,South Africa,OilCrop,2020,2.29035
3C,South Africa,OilCrop,2025,2.49802
3C,South Africa,OilPalm,2015,1.84821
3C,South Africa,OilPalm,2020,1.84519
3C,South Africa,OilPalm,2025,1.99462
3C,South Africa,OtherGrain,2015,1.62109
3C,South Africa,OtherGrain,2020,1.72843
3C,South Africa,OtherGrain,2025,1.78945
3C,South Africa,OtherMeat_Fish,2015,0.562497
3C,South Africa,OtherMeat_Fish,2020,0.559227
3C,South Africa,OtherMeat_Fish,2025,0.602723
3C,South Africa,Pork,2015,0.423573
3C,South Africa,Pork,2020,0.422592
3C,South Africa,Pork,2025,0.456194
3C,South Africa,Poultry,2015,2.50507
3C,South Africa,Poultry,2020,2.49394
3C,South Africa,Poultry,2025,2.6923
3C,South Africa,Rice,2015,2.50627
3C,South Africa,Rice,2020,2.64608
3C,South Africa,Rice,2025,2.73704
3C,South Africa,RootTuber,2015,1.05106
3C,South Africa,RootTuber,2020,1.11984
3C,South Africa,RootTuber,2025,1.15775
3C,South Africa,SheepGoat,2015,0.294229
3C,South Africa,SheepGoat,2020,0.295048
3C,South Africa,SheepGoat,2025,0.318971
3C,South Africa,Soybean,2015,1.88793
3C,South Africa,Soybean,2020,1.89174
3C,South Africa,Soybean,2025,2.0517
3C,South Africa,SugarCrop,2015,5.48936
3C,South Africa,SugarCrop,2020,5.5153
3C,South Africa,SugarCrop,2025,5.97758
3C,South Africa,Vegetables,2015,0.521338
3C,South Africa,Vegetables,2020,0.519407
3C,South Africa,Vegetables,2025,0.559372
3C,South Africa,Wheat,2015,7.33326
3C,South Africa,Wheat,2020,7.84746
3C,South Africa,Wheat,2025,8.1642
3C,South America_Northern,Beef,2015,0.747359
3C,South America_Northern,Beef,2020,0.398196
3C,South America_Northern,Beef,2025,0.413383
3C,South America_Northern,Corn,2015,3.91932
3C,South America_Northern,Corn,2020,1.1906
3C,South America_Northern,Corn,2025,1.30088
3C,South America_Northern,Dairy,2015,1.60408
3C,South America_Northern,Dairy,2020,0.839311
3C,South America_Northern,Dairy,2025,0.87162
3C,South America_Northern,FiberCrop,2015,0.0092693
3C,South America_Northern,FiberCrop,2020,0.00494243
3C,South America_Northern,FiberCrop,2025,0.00512152
3C,South America_Northern,Fruits,2015,1.19245
3C,South America_Northern,Fruits,2020,0.625046
3C,South America_Northern,Fruits,2025,0.649742
3C,South America_Northern,Legumes,2015,0.524582
3C,South America_Northern,Legumes,2020,0.272089
3C,South America_Northern,Legumes,2025,0.283499
3C,South America_Northern,MiscCrop,2015,0.0832216
3C,South America_Northern,MiscCrop,2020,0.0437224
3C,South America_Northern,MiscCrop,2025,0.0454299
3C,South America_Northern,NutsSeeds,2015,0.0428447
3C,South America_Northern,NutsSeeds,2020,0.023303
3C,South America_Northern,NutsSeeds,2025,0.0241666
3C,South America_Northern,OilCrop,2015,0.327276
3C,South America_Northern,OilCrop,2020,0.176505
3C,South America_Northern,OilCrop,2025,0.184153
3C,South America_Northern,OilPalm,2015,0.938609
3C,South America_Northern,OilPalm,2020,0.498739
3C,South America_Northern,OilPalm,2025,0.517246
3C,South America_Northern,OtherGrain,2015,0.81992
3C,South America_Northern,OtherGrain,2020,0.24544
3C,South America_Northern,OtherGrain,2025,0.270637
3C,South America_Northern,OtherMeat_Fish,2015,0.300724
3C,South America_Northern,OtherMeat_Fish,2020,0.157073
3C,South America_Northern,OtherMeat_Fish,2025,0.163206
3C,South America_Northern,Pork,2015,0.479909
3C,South America_Northern,Pork,2020,0.251577
3C,South America_Northern,Pork,2025,0.261633
3C,South America_Northern,Poultry,2015,1.32531
3C,South America_Northern,Poultry,2020,0.694309
3C,South America_Northern,Poultry,2025,0.722384
3C,South America_Northern,Rice,2015,2.57836
3C,South America_Northern,Rice,2020,0.776235
3C,South America_Northern,Rice,2025,0.848381
3C,South America_Northern,RootTuber,2015,0.741185
3C,South America_Northern,RootTuber,2020,0.220489
3C,South America_Northern,RootTuber,2025,0.241765
3C,South America_Northern,SheepGoat,2015,0.0152194
3C,South America_Northern,SheepGoat,2020,0.00822617
3C,South America_Northern,SheepGoat,2025,0.00854491
3C,South America_Northern,Soybean,2015,2.77058
3C,South America_Northern,Soybean,2020,1.46395
3C,South America_Northern,Soybean,2025,1.52327
3C,South America_Northern,SugarCrop,2015,4.03302
3C,South America_Northern,SugarCrop,2020,2.11835
3C,South America_Northern,SugarCrop,2025,2.20223
3C,South America_Northern,Vegetables,2015,0.33728
3C,South America_Northern,Vegetables,2020,0.176591
3C,South America_Northern,Vegetables,2025,0.183527
3C,South America_Northern,Wheat,2015,3.66452
3C,South America_Northern,Wheat,2020,1.08545
3C,South America_Northern,Wheat,2025,1.19536
3C,South America_Southern,Beef,2015,1.99543
3C,South America_Southern,Beef,2020,2.09376
3C,South America_Southern,Beef,2025,2.35405
3C,South America_Southern,Corn,2015,6.14866
3C,South America_Southern,Corn,2020,6.68382
3C,South America_Southern,Corn,2025,6.83912
3C,South America_Southern,Dairy,2015,4.00068
3C,South America_Southern,Dairy,2020,4.20734
3C,South America_Southern,Dairy,2025,4.75034
3C,South America_Southern,FiberCrop,2015,0.154709
3C,South America_Southern,FiberCrop,2020,0.162785
3C,South America_Southern,FiberCrop,2025,0.184078
3C,South America_Southern,Fruits,2015,3.39644
3C,South America_Southern,Fruits,2020,3.5801
3C,South America_Southern,Fruits,2025,4.03927
3C,South America_Southern,Legumes,2015,1.30912
3C,South America_Southern,Legumes,2020,1.38416
3C,South America_Southern,Legumes,2025,1.5687
3C,South America_Southern,MiscCrop,2015,0.388031
3C,South America_Southern,MiscCrop,2020,0.409309
3C,South America_Southern,MiscCrop,2025,0.462462
3C,South America_Southern,NutsSeeds,2015,0.517749
3C,South America_Southern,NutsSeeds,2020,0.545526
3C,South America_Southern,NutsSeeds,2025,0.618589
3C,South America_Southern,OilCrop,2015,1.3575
3C,South America_Southern,OilCrop,2020,1.42995
3C,South America_Southern,OilCrop,2025,1.61803
3C,South America_Southern,OilPalm,2015,1.98088
3C,South America_Southern,OilPalm,2020,2.08903
3C,South America_Southern,OilPalm,2025,2.36184
3C,South America_Southern,OtherGrain,2015,2.26609
3C,South America_Southern,OtherGrain,2020,2.46434
3C,South America_Southern,OtherGrain,2025,2.52597
3C,South America_Southern,OtherMeat_Fish,2015,1.6915
3C,South America_Southern,OtherMeat_Fish,2020,1.77815
3C,South America_Southern,OtherMeat_Fish,2025,2.00876
3C,South America_Southern,Pork,2015,2.20779
3C,South America_Southern,Pork,2020,2.33045
3C,South America_Southern,Pork,2025,2.64001
3C,South America_Southern,Poultry,2015,3.97422
3C,South America_Southern,Poultry,2020,4.18294
3C,South America_Southern,Poultry,2025,4.73843
3C,South America_Southern,Rice,2015,8.20802
3C,South America_Southern,Rice,2020,8.88923
3C,South America_Southern,Rice,2025,9.0887
3C,South America_Southern,RootTuber,2015,5.27537
3C,South America_Southern,RootTuber,2020,5.71418
3C,South America_Southern,RootTuber,2025,5.83223
3C,South America_Southern,SheepGoat,2015,0.12134
3C,South America_Southern,SheepGoat,2020,0.127619
3C,South America_Southern,SheepGoat,2025,0.143645
3C,South America_Southern,Soybean,2015,2.52416
3C,South America_Southern,Soybean,2020,2.67822
3C,South America_Southern,Soybean,2025,3.05286
3C,South America_Southern,SugarCrop,2015,7.29413
3C,South America_Southern,SugarCrop,2020,7.69614
3C,South America_Southern,SugarCrop,2025,8.7075
3C,South America_Southern,Vegetables,2015,0.920068
3C,South America_Southern,Vegetables,2020,0.970052
3C,South America_Southern,Vegetables,2025,1.09464
3C,South America_Southern,Wheat,2015,11.7647
3C,South America_Southern,Wheat,2020,12.8039
3C,South America_Southern,Wheat,2025,13.1388
3C,South Asia,Beef,2015,0.741885
3C,South Asia,Beef,2020,0.982615
3C,South Asia,Beef,2025,1.17855
3C,South Asia,Corn,2015,3.54482
3C,South Asia,Corn,2020,3.68094
3C,South Asia,Corn,2025,3.84961
3C,South Asia,Dairy,2015,4.27882
3C,South Asia,Dairy,2020,5.65237
3C,South Asia,Dairy,2025,6.78127
3C,South Asia,FiberCrop,2015,0.057849
3C,South Asia,FiberCrop,2020,0.0766797
3C,South Asia,FiberCrop,2025,0.0925738
3C,South Asia,Fruits,2015,2.69352
3C,South Asia,Fruits,2020,3.57558
3C,South Asia,Fruits,2025,4.31261
3C,South Asia,Legumes,2015,4.0926
3C,South Asia,Legumes,2020,5.44532
3C,South Asia,Legumes,2025,6.58389
3C,South Asia,MiscCrop,2015,1.09796
3C,South Asia,MiscCrop,2020,1.45841
3C,South Asia,MiscCrop,2025,1.75986
3C,South Asia,NutsSeeds,2015,0.767146
3C,South Asia,NutsSeeds,2020,1.00775
3C,South Asia,NutsSeeds,2025,1.21054
3C,South Asia,OilCrop,2015,3.82021
3C,South Asia,OilCrop,2020,5.06485
3C,South Asia,OilCrop,2025,6.14958
3C,South Asia,OilPalm,2015,5.40848
3C,South Asia,OilPalm,2020,7.20939
3C,South Asia,OilPalm,2025,8.73688
3C,South Asia,OtherGrain,2015,1.12139
3C,South Asia,OtherGrain,2020,1.16555
3C,South Asia,OtherGrain,2025,1.21883
3C,South Asia,OtherMeat_Fish,2015,2.61357
3C,South Asia,OtherMeat_Fish,2020,3.49167
3C,South Asia,OtherMeat_Fish,2025,4.22623
3C,South Asia,Pork,2015,0.0393288
3C,South Asia,Pork,2020,0.0524989
3C,South Asia,Pork,2025,0.0632078
3C,South Asia,Poultry,2015,1.10286
3C,South Asia,Poultry,2020,1.46496
3C,South Asia,Poultry,2025,1.78211
3C,South Asia,Rice,2015,94.2673
3C,South Asia,Rice,2020,98.2846
3C,South Asia,Rice,2025,102.557
3C,South Asia,RootTuber,2015,6.0564
3C,South Asia,RootTuber,2020,6.33093
3C,South Asia,RootTuber,2025,6.59695
3C,South Asia,SheepGoat,2015,0.467938
3C,South Asia,SheepGoat,2020,0.623927
3C,South Asia,SheepGoat,2025,0.754006
3C,South Asia,Soybean,2015,3.61571
3C,South Asia,Soybean,2020,4.81598
3C,South Asia,Soybean,2025,5.85606
3C,South Asia,SugarCrop,2015,7.73538
3C,South Asia,SugarCrop,2020,10.259
3C,South Asia,SugarCrop,2025,12.4193
3C,South Asia,Vegetables,2015,2.88749
3C,South Asia,Vegetables,2020,3.8317
3C,South Asia,Vegetables,2025,4.61969
3C,South Asia,Wheat,2015,25.571
3C,South Asia,Wheat,2020,26.855
3C,South Asia,Wheat,2025,28.1519
3C,South Korea,Beef,2015,0.821569
3C,South Korea,Beef,2020,0.940324
3C,South Korea,Beef,2025,0.970375
3C,South Korea,Corn,2015,1.32993
3C,South Korea,Corn,2020,1.34774
3C,South Korea,Corn,2025,1.33283
3C,South Korea,Dairy,2015,0.94275
3C,South Korea,Dairy,2020,1.07948
3C,South Korea,Dairy,2025,1.1205
3C,South Korea,FiberCrop,2015,0.18913
3C,South Korea,FiberCrop,2020,0.21672
3C,South Korea,FiberCrop,2025,0.224572
3C,South Korea,Fruits,2015,0.830432
3C,South Korea,Fruits,2020,0.951823
3C,South Korea,Fruits,2025,0.98648
3C,South Korea,Legumes,2015,0.152224
3C,South Korea,Legumes,2020,0.175607
3C,South Korea,Legumes,2025,0.181701
3C,South Korea,MiscCrop,2015,0.173676
3C,South Korea,MiscCrop,2020,0.199473
3C,South Korea,MiscCrop,2025,0.206935
3C,South Korea,NutsSeeds,2015,0.695078
3C,South Korea,NutsSeeds,2020,0.800919
3C,South Korea,NutsSeeds,2025,0.836229
3C,South Korea,OilCrop,2015,2.11543
3C,South Korea,OilCrop,2020,2.4208
3C,South Korea,OilCrop,2025,2.52359
3C,South Korea,OilPalm,2015,1.25027
3C,South Korea,OilPalm,2020,1.43669
3C,South Korea,OilPalm,2025,1.49572
3C,South Korea,OtherGrain,2015,0.822556
3C,South Korea,OtherGrain,2020,0.839414
3C,South Korea,OtherGrain,2025,0.829049
3C,South Korea,OtherMeat_Fish,2015,2.23817
3C,South Korea,OtherMeat_Fish,2020,2.56727
3C,South Korea,OtherMeat_Fish,2025,2.66543
3C,South Korea,Pork,2015,1.93429
3C,South Korea,Pork,2020,2.2238
3C,South Korea,Pork,2025,2.31151
3C,South Korea,Poultry,2015,1.34649
3C,South Korea,Poultry,2020,1.54684
3C,South Korea,Poultry,2025,1.60844
3C,South Korea,Rice,2015,9.92907
3C,South Korea,Rice,2020,10.04
3C,South Korea,Rice,2025,9.88895
3C,South Korea,RootTuber,2015,0.540163
3C,South Korea,RootTuber,2020,0.549081
3C,South Korea,RootTuber,2025,0.540474
3C,South Korea,SheepGoat,2015,0.0149347
3C,South Korea,SheepGoat,2020,0.0172356
3C,South Korea,SheepGoat,2025,0.0177166
