; historical from hector_ceds CMIP7 release (CEDS v2025_03_18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; commit 59a4b009229a84e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; there should be no emissions after emissions-switch-year otherwise hector will get a mix of these input emissions and gcam's emissions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; date Thu Mar 27 12:03:55 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; UNITS:, Tg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Tg CH4, Tg CO, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, NA, Gg, Tg N, Tg, Tg NMVOC, Tg N, Tg, W/m2, Gg, Gg S, W/m2, Pg C/yr, Pg C/yr, Gg, Gg, Gg, Pg C/yr, Pg C/yr
Date,BC_emissions,C2F6_emissions,CCl4_emissions,CF4_emissions,CFC113_emissions,CFC114_emissions,CFC115_emissions,CFC11_emissions,CFC12_emissions,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_emissions,CH4_emissions,CO_emissions,HCFC141b_emissions,HCFC142b_emissions,HCFC22_emissions,HFC125_emissions,HFC134a_emissions,HFC143a_emissions,HFC227ea_emissions,HFC23_emissions,HFC245fa_emissions,HFC32_emissions,HFC365_emissions,HFC4310_emissions,N2O_emissions,NH3_emissions,NMVOC_emissions,NOX_emissions,OC_emissions,RF_albedo,SF6_emissions,SO2_emissions,SV,daccs_uptake,ffi_emissions,halon1211_emissions,halon1301_emissions,halon2402_emissions,luc_emissions,luc_uptake
1952,4.456937565,0.32854487,76.508762,3.2228257,2.4120426,7.6734014,0,16.078842,40.441283,123.26435,0.21725302,4558.7052,147.5714434,587.6599959,0,0,1.4414744,0,0,0,8.10E-06,0.3628351,0,7.87E-04,0,0,2.330396648,20.95635973,104.0609063,14.19241675,21.73099885,-0.149759207,0.24565292,30918.87349,0.180814011,0,1.750039123,-0.002030065,0,0,1.291508658,0
1953,4.519260286,0.31999622,81.681224,3.3863087,2.8478934,7.7034458,0,20.201055,45.581432,124.06078,1.3575508,4600.7084,150.6152308,604.3084449,0,0,2.100408,0,0,0,8.12E-06,0.48047903,0,7.90E-04,0,0,2.43744343,21.64995563,107.7151561,14.70808049,22.27518803,-0.152410725,0.24572915,31645.60207,0.180487675,0,1.794702389,-2.28E-04,0,0,1.288662579,0
1954,4.565680473,0.29457384,86.86347,3.4048632,3.2763156,7.760213,0,25.212381,51.892411,124.75392,3.6198833,4629.2231,153.6176655,609.3120501,0,0,2.8888848,0,0,0,8.14E-06,0.59576061,0,7.91E-04,0,0,2.519228701,22.09263364,109.073471,15.02234497,22.26210368,-0.155062243,0.24580572,32457.79623,0.180158046,0,1.84247342,-0.004070821,0,0,1.342683244,0
1955,4.639923096,0.26311875,91.980019,3.3346824,3.6788015,7.6370702,0,30.727319,59.871881,125.74327,6.4848679,4666.3367,158.8891697,618.908844,0,0,3.5564777,0,0,0,8.18E-06,0.70910415,0,7.96E-04,0,0,2.605667907,22.38531099,111.3143812,16.0152675,22.14182995,-0.157713761,0.24588273,35224.51156,0.179825169,0,2.010252676,0.001049355,0,0,1.387820683,0
1956,4.857664228,0.22075982,97.008491,3.0796375,4.2759912,7.5430316,0,33.546756,66.950489,126.58168,9.1561662,4699.2729,165.8675281,649.5853923,0,0,4.5322658,0,0,0,8.21E-06,0.82044371,0,8.00E-04,0,0,2.713614608,23.00152756,118.0125141,16.89522168,23.09414206,-0.160365279,0.24595899,37693.57479,0.179489006,0,2.140699192,0.006640162,0,0,1.446283643,0
1957,5.024858483,0.18587639,102.11597,2.8571248,4.9612019,7.3765313,0,32.871446,72.204141,127.41838,11.488509,4733.2024,172.1865756,669.5769156,0,0,5.9875108,0,0,0,8.25E-06,0.92977447,0,8.03E-04,0,0,2.825616631,23.72136079,122.6769827,17.52324965,23.99602496,-0.163016797,0.24603635,38737.15663,0.179149521,0,2.214828979,0.004342369,0,0,1.477494579,0
1958,4.98434451,0.17928487,107.206,2.9954591,5.6330503,6.9087313,0,34.746284,80.925329,128.42262,14.781202,4771.3965,174.3658987,634.7151309,0,0,7.120204,0,0,0,8.29E-06,1.0371306,0,8.08E-04,0,0,2.85143254,23.87929046,115.3409958,17.24487274,22.27511964,-0.165668315,0.2461131,39539.62395,0.178806754,0,2.303777993,0.002605294,1.53E-05,1.55E-04,1.528597347,0
1959,5.059694143,0.18081021,112.29185,3.2476716,6.3880226,6.8760458,0,43.506257,93.983467,129.47587,18.063698,4808.726,180.6391779,634.903467,0,0,8.0253807,0,0,0,8.33E-06,1.1424694,0,8.12E-04,0,0,2.926537234,24.38731367,115.7415125,17.56985914,21.97203244,-0.168319833,0.30755864,41436.89334,0.178460757,0,2.414434592,8.68E-04,1.22E-04,0.001246036,1.473668289,0
1960,5.169992182,0.17259465,117.2597,3.3209398,7.3201718,7.2392631,0,56.281481,107.5417,130.53321,21.750437,4847.0424,186.2337864,637.9529598,0,0,9.5885732,0,0,0,8.37E-06,1.2458107,0,8.17E-04,0,0,3.003676624,24.73950323,117.8058561,18.33773891,21.81775752,-0.169716988,0.4304021,43898.89128,0.178111464,0,2.578646663,-8.68E-04,2.31E-04,0.002375087,1.461519532,0
1961,5.172848553,0.16861102,121.58986,3.4304351,8.4287849,7.4514735,0.001861801,70.618557,123.80387,131.26152,27.278298,4864.0212,192.5106968,675.2468908,0,0,11.884386,0,0,0,8.37E-06,1.346892,0,8.17E-04,0,0,3.307977196,25.58703505,127.7841901,18.95181452,23.15957735,-0.170424058,0.55328481,44616.78418,0.174842591,0,2.595635343,-0.002605324,2.49E-04,0.003546415,1.531158202,0
1962,5.175565722,0.17112099,125.71015,3.6249821,9.6127678,7.5805279,0.045181371,86.214551,144.89716,132.4011,32.049021,4895.6486,195.5651858,656.0532453,0,0,14.500089,0,0,0,8.41E-06,1.4460951,0,8.21E-04,0,0,3.370608725,26.11866328,123.6601753,19.53643937,22.3534371,-0.171131128,0.61483924,46021.62596,0.018878478,0,2.697580893,-0.004342521,2.53E-04,0.004920676,1.520724684,0
1963,5.357873587,0.18314033,128.88013,3.9881367,10.949721,7.9110854,0.24720738,101.83231,167.67883,132.99126,37.52532,4904.2354,206.4654825,721.4271592,0,0,17.280228,0,0,0,8.39E-06,1.5429261,0,8.19E-04,0,0,3.502540962,27.48020939,138.425119,20.71539713,24.41864939,-0.171838199,0.55366285,48045.09981,-0.715813972,0,2.85113772,-0.007869931,3.52E-04,0.005972759,1.527209311,0
1964,5.195120265,0.20130699,129.76929,4.4326257,12.657214,8.4778946,0.46848862,116.30072,189.8766,134.07707,49.914046,4933.087,209.9957406,670.6787332,0,0,20.771971,0,0,0,8.44E-06,1.6379776,0,8.24E-04,0,0,3.509713084,27.47995603,128.2852383,21.37752962,22.18634178,-0.172545269,0.49245891,50427.43258,-0.620300396,0,3.001509642,-7.60E-04,0.001030371,0.033580017,1.518253087,0
1965,5.20543304,0.2250418,129.69213,4.9089192,14.528257,9.0358315,0.58010695,130.83984,213.3919,135.19804,70.507935,4953.0596,217.5528306,693.2360856,0,0,25.0603,0,0,0,8.46E-06,1.7308461,0,8.27E-04,0,0,3.604782912,28.92287276,134.2726781,22.17064111,22.45510128,-0.173252339,0.4926084,51738.43624,-0.29272932,0,3.141671274,0.015948649,0.002140689,0.11324642,1.549410355,0
1966,5.218025127,0.26721734,129.70542,5.6248074,16.547774,9.5008952,0.77191369,147.99606,240.15802,136.46754,94.258765,4976.4474,222.2184855,694.0817844,0,0,30.477075,0,0,0,8.51E-06,1.8217969,0,8.32E-04,0,0,3.687176363,30.55435902,134.9243559,22.79086306,22.15846904,-0.173959409,0.61550021,53039.63465,0.116909652,0,3.293303245,0.069786165,0.003103097,0.20275693,1.551765281,0
1967,5.319989527,0.32052973,129.68847,6.3547572,18.918172,9.9208119,1.0373,169.42177,269.58286,137.66763,116.32544,4995.4184,227.9275408,727.5077144,0,0,36.036945,1.25E-05,0,6.90E-05,8.54E-06,1.9105949,0,8.37E-04,0,0,3.811872014,32.21209884,142.6342266,24.02804572,23.21917913,-0.174666479,0.7384486,53336.10155,-0.076337447,0,3.406319018,0.24404072,0.003754249,0.26151045,1.595865386,0
1968,5.3285609,0.40423022,129.73308,7.3324415,21.713594,10.295172,1.3673824,195.13757,299.71437,139.24379,133.08156,5029.5667,233.3257141,718.1364822,0,0.009237978,40.359034,8.80E-05,0,4.86E-04,8.63E-06,1.9976935,0,8.46E-04,0,0,3.863875156,33.53321674,141.4804803,25.09847675,22.38912184,-0.175373549,0.67731523,55688.33604,0.001120993,0,3.607918012,0.44305972,0.005543179,0.29037411,1.546993091,0
1969,5.366446526,0.5206411,129.76058,8.4831718,24.938178,10.638634,1.7120901,220.72612,327.55328,140.05867,146.61896,5026.2804,240.0033734,722.5860158,0,0.18322115,44.144508,9.37E-05,0,5.04E-04,0.009824818,2.0817369,0,8.45E-04,0.001128831,0,3.910653351,34.00894083,142.697773,25.60907967,21.60252485,-0.176080619,0.67751619,57922.5069,0.074859218,0,3.811978468,0.55613635,0.03648951,0.30862539,1.543708902,0
1970,5.509748799,0.6581692,129.69302,9.5318801,28.576904,11.00827,1.8909658,245.38621,354.60102,141.52757,173.56366,5048.3132,252.2568451,754.6837368,0,0.60795801,49.037394,2.47E-05,0,1.09E-04,0.036330653,2.1644992,0,8.52E-04,0.004225557,0,4.028094612,36.90171505,150.611735,27.20798468,22.18710087,-0.176787689,0.80047128,61682.87748,0.078910079,0,4.102737441,0.64373178,0.11813403,0.34789664,1.531929069,0
1971,5.645613224,0.82992065,129.60227,10.711494,32.729139,11.452529,2.1402118,276.44309,387.53989,143.1196,217.72405,5067.5026,253.5240096,766.7434354,0,0.8564576,55.790888,1.33E-05,0,4.26E-05,0.064586906,2.2451174,0,8.59E-04,0.00774384,0,4.149124067,37.72278075,153.5199481,27.9712104,22.50117856,-0.177492633,0.86210262,61738.12575,-0.03213341,0,4.261690013,0.78786166,0.2232129,0.40686343,1.405554242,0
1972,5.958322621,1.0559029,129.65777,12.24311,37.465523,11.97792,2.5517628,314.22879,427.68026,144.52172,267.60333,5079.1924,261.9742775,835.7702869,0,0.87667663,61.456633,1.35E-05,0,4.30E-05,0.082580189,2.3233295,0,8.64E-04,0.010359322,0,4.327077057,38.92341862,168.1826741,29.51872729,24.80668759,-0.178133664,0.86237286,63421.76177,0.049119654,0,4.45373226,1.0951867,0.31882408,0.4721474,1.326937135,0
1973,5.902548597,1.330787,129.79157,14.085332,42.979262,12.585161,2.92937,338.0693,454.71123,146.54158,301.85553,5118.3195,266.1472556,788.2088987,0,0.82240702,65.420113,1.38E-05,0,5.50E-05,0.090214925,2.4006492,0,8.77E-04,0.011968111,0,4.421114454,39.07182325,158.3139077,30.47041117,22.70363722,-0.178774696,0.92401065,66404.47744,0.155228831,0,4.70856284,1.5930673,0.39726303,0.54390644,1.318385656,0
1974,5.975276255,1.4191691,129.76026,14.311146,49.247959,13.447442,3.5184015,340.6055,453.22872,147.80664,327.35544,5113.8208,266.1692295,784.4686183,0,0.76119143,71.666995,1.40E-05,0,0.052416219,0.087063163,2.474116,0,8.78E-04,0.01237887,0,4.53814372,39.70088917,156.988384,30.31141623,22.78065059,-0.179415727,1.0394718,65562.54362,0.102790661,0,4.692483546,2.1806547,0.67241083,0.65809554,1.290549,0
1975,5.99273586,1.4004084,129.65616,14.321042,57.565811,14.538442,4.2176868,337.71465,440.16522,148.91662,384.99818,5104.4298,266.5827568,776.9046662,0,0.80304672,79.153904,1.42E-05,0,0.19213674,0.072875586,2.545125,0,8.78E-04,0.011478755,0,4.661694755,40.41361729,153.8560885,29.90131026,22.24487792,-0.180056758,1.1646458,64731.51202,-0.204969017,0,4.684139985,2.8018363,1.2682709,0.8287437,1.303204964,0
1976,6.287725182,1.5554771,129.63321,16.011714,57.24638,15.386466,4.743647,329.27602,426.10768,150.23158,475.43135,5104.2152,272.0269455,812.2642889,0,0.82394648,92.664426,1.44E-05,0,0.33759564,0.047412585,2.614347,0,8.80E-04,0.009159342,0,4.847497853,41.35661935,161.9123379,31.30405696,23.49220172,-0.18069779,1.4235416,67747.87939,0.042795931,0,4.928320915,3.4107057,1.8435573,0.98712807,1.320205358,0
1977,6.440826392,1.692355,129.63647,16.762577,55.875241,15.71703,5.1782548,306.11158,404.2283,152.04264,533.0325,5117.6518,275.7852372,823.4307393,0,0.93269902,109.06413,2.14E-06,0,0.42456315,0.022180513,3.5323931,0,8.87E-04,-0.00650539,0,4.910731519,42.03360517,164.507209,32.0606322,23.44684133,-0.181338821,2.1583469,68241.45433,0.128454013,0,5.086473606,3.8826089,2.1420878,1.0852977,1.352097971,0
1978,6.683746479,1.7691766,130.48849,16.898235,72.245349,15.529417,5.5214166,278.45958,383.9896,153.91731,529.79652,5132.0601,278.0401138,843.0067933,0,1.277913,112.78031,-6.25E-05,0,0.45249588,-0.059867027,4.661461,0,8.95E-04,-0.021383103,0,5.058247852,43.00725283,166.8022813,32.94293031,24.01553602,-0.181979852,2.8286901,68608.59854,0.150663548,0,5.246269019,4.2701212,2.1599238,1.1209157,1.2993019,0
1979,6.756769205,1.9203395,128.37989,17.898313,94.634628,14.991238,6.1020639,271.13342,394.80033,155.58904,518.50501,5138.651,283.2575258,840.6410455,0,1.7595655,113.22088,-2.04E-06,0,0.42017076,-0.17766763,5.0937882,0,9.00E-04,-0.009982571,0,5.129941118,43.87774404,167.4409806,33.60371257,24.150567,-0.182620884,2.8296177,69973.44265,0.14731143,0,5.39091666,4.6513697,2.0579417,1.1328091,1.252317648,0
1980,6.628683424,1.9633226,125.08456,17.664267,120.23426,14.760861,7.2362595,276.09356,398.43779,157.04196,513.02719,5131.8984,281.7423877,831.4891636,0,2.0330453,118.29604,7.94E-05,0,0.35605477,-0.12485274,5.1732709,0,9.02E-04,0.003125264,8.17E-05,5.159852856,44.55793445,166.0112632,33.24791649,24.07419254,-0.183261915,2.8304823,69762.64266,0.109190157,0,5.338846488,5.1129913,2.1545661,1.1562096,1.244135794,0
1981,6.508385982,1.7391266,126.52811,16.187192,128.45086,13.920115,8.6372447,271.00597,403.07178,158.51506,516.86109,5123.4643,276.0169457,816.2482699,0,1.96562,122.37567,1.71E-05,0,0.32601335,0.11779446,4.4274361,0,9.03E-04,0.038309698,6.97E-04,5.08995246,44.90316021,162.4512105,32.50372411,23.60425762,-0.183902946,2.9541119,67459.69948,0.075737275,0,5.262317745,6.0090215,2.4863888,1.1742814,1.252813549,0
1982,6.795620758,1.6205522,129.38621,15.97381,128.57689,13.885459,9.2748324,277.72577,391.79861,159.18065,532.93449,5083.3728,281.9688981,910.1409975,0,1.6573364,125.26367,-8.23E-05,0,0.33083911,0.22216908,3.5575865,0,8.94E-04,0.066661524,0.001578501,5.118365079,45.97003197,181.5280151,32.56295502,26.89416597,-0.184563462,2.9550432,66019.37859,-0.15641584,0,5.233054598,6.4693449,3.0131287,1.352411,1.258145478,0
1983,6.490542093,1.8456854,130.75989,16.384525,150.74703,15.564841,9.057039,353.29433,385.70972,160.09109,547.19948,5047.3484,274.7930544,805.0862963,0,1.3378778,129.4055,-2.71E-05,0,0.33559498,0.09748991,3.8040369,0,8.87E-04,0.024088349,0.002017846,5.13930291,45.63391249,158.4799651,31.47617404,23.01223713,-0.185305135,3.2014371,64854.19654,-0.677594526,0,5.267930421,6.0034055,3.8198142,1.378774,1.433024176,0
1984,6.695822492,1.954181,134.9934,14.927399,167.86607,17.177696,10.537606,352.61795,438.30954,162.15076,546.6524,5054.1956,279.3830259,829.0829692,0,1.2391705,137.14097,8.66E-05,0,0.48356263,0.027417786,4.8805395,0,8.93E-04,-0.04014793,0.004307161,5.235224928,46.591513,162.6641454,32.43920872,23.82791436,-0.186046808,3.570683,65601.88445,-0.228907835,0,5.438402513,6.3412338,4.7987259,1.1329507,1.461224853,0
1985,6.783412107,1.930951,138.44665,13.863624,191.20489,18.042992,12.093107,321.80334,487.46531,164.43684,559.24581,5072.7864,281.1310478,846.0922834,0,1.4290266,148.48134,2.16E-04,0,0.56320674,0.085787554,5.2553933,0,9.02E-04,-0.006224988,0.012966035,5.190072853,47.2703493,163.4767173,32.94765047,24.28437834,-0.186788481,3.6945657,65863.70684,-0.011715701,0,5.521112749,7.6862714,5.5359652,1.1864916,1.499743779,0
1986,6.920526173,2.0447892,134.66824,14.595216,226.48099,17.343175,11.156209,363.19165,561.19711,166.53505,605.54478,5079.9439,286.0667045,853.8792975,0,2.1480617,163.26271,2.16E-04,6.84E-04,0.57273931,0.044305139,5.6896951,0,9.08E-04,0.03179967,0.028102657,5.213606371,47.98085794,166.1023531,33.78695925,24.36062569,-0.187530153,3.9411958,65714.2438,-1.47E-04,0,5.62282095,8.6199267,5.6626388,1.453026,1.530113569,0
1987,7.109227344,2.1868179,140.05915,15.122737,234.71551,15.986362,11.176584,377.17492,543.59326,168.70781,636.85035,5087.8651,289.9943375,889.2996304,0.001157823,3.2631248,177.25124,5.82E-05,0.004878587,0.79616882,-0.099665792,6.5386064,0,9.14E-04,0.008323977,0.044783508,5.311368872,48.94304829,173.3120787,34.88448062,25.69788077,-0.188271826,4.3106697,66895.94362,0.062169756,0,5.803929653,9.1692428,5.2412687,1.7364871,1.515689335,0
1988,7.299290104,2.2384091,134.89421,15.295333,225.34631,14.052169,12.063592,324.40759,433.01446,171.54521,645.54402,5119.7697,293.8778807,884.1205232,0.34924766,5.2661192,185.3279,0.021115007,0.06849384,0.88192316,-0.073662439,6.6278139,0,9.28E-04,0.034690666,0.060567348,5.370832133,49.35047719,171.5760035,36.19704806,25.5488152,-0.189013499,4.6802608,67445.71644,0.110247934,0,5.992722199,10.094657,4.7030971,1.770198,1.515094775,0
1989,7.254777828,2.2075539,105.50252,15.212081,212.83728,10.119863,11.292045,246.46809,357.7641,174.22363,713.52261,5139.3872,297.7645308,861.4294957,0.72136249,10.730464,189.56819,0.31476996,0.67304705,0.82629641,0.054397397,6.6572182,0,0.006065534,0.077007399,0.076147787,5.342606278,49.80522123,168.2754132,36.74763273,24.69811543,-0.189755172,5.0499664,67242.30713,0.142615462,0,6.089949679,10.904862,4.3864096,1.6702493,1.53212989,0
1990,7.364090884,2.1076967,86.426532,14.407865,176.8456,7.0905085,10.591201,208.25652,333.97703,176.36773,658.40311,5137.248,299.6794374,871.9384074,1.5203264,17.768055,192.30881,0.96053501,1.7208698,0.69729352,0.18589003,6.6838429,0,0.02696988,0.018320285,0.091767095,5.448591048,50.19141065,172.8531937,37.03556198,25.57147171,-0.190496845,5.1743108,67170.45132,0.140795312,0,6.254759188,10.051338,4.2741531,1.7373255,1.445096887,0
1991,7.893702359,1.982897,85.142226,12.924815,120.64491,6.9542228,10.775591,159.81289,286.27307,177.30503,474.47964,5089.9323,312.6306357,1061.471447,6.9394223,22.06288,185.52075,1.727734,2.7251313,0.70613627,0.24819351,7.0572566,0,0.058141591,-0.073018715,0.10715402,5.611531727,51.98979176,214.526522,38.35286456,32.58877011,-0.190962841,5.29866,66024.68914,-0.414818578,0,6.277989249,9.6580528,4.1585749,1.6735462,1.63686011,0
1992,7.24417662,1.9500444,85.437279,11.907588,74.361852,5.3089984,10.120439,106.91739,227.43518,179.3441,361.04368,5056.1355,294.1782667,847.6876218,22.26499,24.233416,194.061,2.4767485,4.0250116,1.0018637,0.18194194,7.9102615,0,0.088755914,-0.030822369,0.12273589,5.386054376,50.16316553,168.7725863,37.37178847,24.73888331,-0.191297551,5.4230636,63438.57878,-1.683576748,0,6.240098951,10.784362,3.8127392,1.4631107,1.683057085,0
1993,7.442254421,1.9984803,84.458339,11.381334,50.567396,3.463778,8.6771649,84.3251,231.9618,179.76429,256.33383,5078.4684,294.1384481,878.8184466,34.33223,22.551362,208.33854,3.0949997,11.967198,1.5166355,0.157163,8.3534838,0,0.1188094,0.042782191,0.13825367,5.452314217,50.67911072,174.8145539,37.82757436,25.99913148,-0.19163226,5.424762,62384.75324,-0.817084404,0,6.272259946,11.612337,3.3180441,1.2514505,1.54672743,0
1994,7.873143496,2.1430557,86.05046,11.006658,37.565451,4.6095776,8.163643,85.893495,238.58315,178.03958,159.08791,5003.2837,305.963057,1000.702317,45.287421,24.423112,237.88968,3.5515518,24.558229,2.3253155,0.20390529,8.737968,0,0.14808425,0.008300334,0.15358509,5.643692937,52.37813873,202.4380253,38.56856496,30.89843887,-0.19196697,5.5491826,61109.26121,-0.081385008,0,6.319675934,11.303115,2.9604627,1.1962062,1.503716685,0
1995,7.868914614,2.3880707,80.480245,10.682998,23.473127,5.7076242,7.6747577,86.264975,210.72453,180.13151,95.783763,5016.3948,300.1134554,894.3053019,51.095458,27.59918,230.3453,3.8771223,36.211193,3.4395305,0.29614801,9.315257,0,0.17780027,0.008462221,0.16982122,5.701988586,51.61984504,178.385598,38.78515158,27.34098776,-0.192301679,5.6736625,59814.99805,0.085307721,0,6.467355199,11.011358,2.8923304,1.0842597,1.486080505,0
1996,7.665286287,2.6638414,75.256035,10.505743,13.005309,4.6522227,5.5242189,85.278741,170.78176,183.444,59.514335,5297.7083,304.1690336,860.2693115,53.568363,26.00128,224.86947,4.0579149,48.538296,4.5014521,0.39044285,9.7707047,0,0.20547879,0.11353612,0.23841137,5.794161495,51.76854394,172.7863557,38.92012515,26.28525694,-0.192636389,5.5527008,58338.45741,0.145692226,0,6.60090932,10.510994,2.8654227,0.84755661,1.470193985,0
1997,8.270650195,2.8728437,75.489912,10.417958,10.398164,3.7691062,3.4559389,86.341446,160.63531,180.149,29.550907,5288.9251,327.1986471,1147.394999,55.763481,29.370536,240.5221,4.6266327,58.758537,5.5717023,0.427562,9.7952259,4.96E-05,0.25820595,0.1113431,0.31501343,5.962910331,54.57878171,237.427193,40.48463298,35.84885568,-0.192971099,5.7834259,58647.55611,0.166902489,0,6.717222884,9.8242768,2.8566852,0.76826308,2.18331399,0
1998,8.294044765,2.9899069,72.916263,10.335348,12.992477,3.9615346,2.9318362,86.348141,156.67666,176.1082,23.412636,5175.5355,309.3154647,1023.356735,55.956781,28.471196,234.46613,6.9049469,70.049792,6.8917397,0.54029666,10.02529,3.58E-04,0.60512272,0.069150971,0.38665542,6.013688017,55.19019514,205.3242361,40.62755051,35.2276448,-0.193305808,5.6031107,57753.79385,0.171092583,0,6.760263565,10.323837,2.701239,0.76943857,1.541245282,0
1999,7.506691287,2.9607505,72.96355,10.216505,14.054175,3.9749853,3.1538842,82.703538,140.42544,168.37661,18.420173,5112.4264,302.7359882,883.1131233,58.338707,25.741051,252.31636,8.6848445,91.978363,7.9486502,0.7424207,10.07373,0.003108151,1.0699013,0.13954925,0.49435229,5.772520376,53.34641317,178.7480901,39.17859725,27.80722585,-0.193640518,5.1676463,55106.96419,0.17324185,0,6.82130944,10.262658,2.1509855,0.7706312,1.303430472,0
2000,7.127895938,2.8153943,72.651408,9.9231457,9.4043884,3.9867142,2.3476518,76.330076,122.76605,165.25876,19.471227,5074.2696,303.8996079,829.682168,56.341686,25.730152,263.60627,10.640667,99.657424,8.5987563,0.86319988,9.2978389,0.034006926,1.411492,0.2699959,0.57423278,5.636935655,53.23293302,169.1087813,39.21851722,25.19598014,-0.193975227,5.2735332,54721.49516,0.174582417,0,7.024198338,9.4801348,1.9694412,0.77151922,1.201338049,0
2001,7.173575824,3.0480682,70.656969,10.593275,5.9590471,3.2771364,1.1600545,68.271466,111.64066,165.599,19.806901,5094.2258,305.18191,825.4557072,56.368781,24.490463,261.60586,11.075295,96.243251,9.8521252,0.94275566,8.9840003,0.80619906,1.6540309,0.6107305,0.63867332,5.686579954,52.99876986,169.8466177,39.29222929,24.87048781,-0.194309937,5.3282102,55140.40947,0.170843036,0,7.095164654,8.8337936,2.3248261,0.74608572,0.961802096,0
2002,7.540708351,3.4534372,70.456674,11.982167,3.1513602,2.420559,0.95011524,63.484809,101.90454,161.14055,12.302716,5096.5932,310.6379126,912.0826907,50.843174,25.156097,270.32175,12.214474,102.73275,11.617585,1.2107813,9.7208997,2.9170651,2.8037817,1.313749,0.73327062,5.8811564,54.77104181,191.793884,39.69322739,30.5895209,-0.194644646,5.4976481,54883.59587,0.176522258,0,7.226896231,8.3685909,2.2797577,0.67660085,1.070652511,0
2003,7.617376723,3.16329,69.839024,12.579882,5.7693016,1.7336337,0.74505988,62.277955,97.844828,158.92828,10.122917,5113.7538,316.0999229,888.5636027,44.441172,25.070909,287.30923,15.640539,117.40605,13.114832,1.560512,11.005369,5.226518,4.7856897,2.2356391,0.85366012,5.965378148,55.30308836,186.5550696,40.46363671,30.86679063,-0.194979356,5.5417194,57313.29692,0.165150043,0,7.574570163,8.0831154,2.0262772,0.60195554,0.901041903,0
2004,7.796689251,2.2029533,66.998563,12.194883,9.216749,1.4729969,0.75667708,60.966802,87.654103,156.21655,9.7469995,5141.4447,323.7347218,883.5594723,49.135801,28.554887,307.57676,15.758879,125.65071,13.097501,2.0510461,12.712613,6.6512131,5.4873038,3.1186526,0.97410928,6.052639312,55.56981836,187.5264711,41.93479929,28.56621714,-0.195314066,5.6480085,59674.54233,0.171903289,0,7.939796807,7.5267646,2.1192661,0.55294607,1.038213168,0
2005,7.98337709,1.9480504,63.195607,11.060838,4.6297025,1.8139658,0.58070615,60.331179,71.956593,154.12291,7.5405195,5209.9819,328.1920535,888.5250053,53.955471,33.447493,329.52471,16.143675,126.49199,12.434284,2.365528,14.626529,7.0791974,6.3606922,3.4180583,1.0845927,6.098870592,56.35639298,189.1980652,42.88833271,28.72082978,-0.195648775,6.2799143,62533.47991,0.149807853,0,8.21069198,6.9433284,1.8947828,0.46971744,1.025657164,0
2006,7.924975811,2.045423,60.048081,10.21735,0.6450641,1.7510311,0.58710647,63.037203,65.575271,152.41471,9.3190485,5272.2746,336.6744399,917.8753116,51.911598,36.489809,346.30497,19.891066,133.41048,14.118518,2.3531588,12.639849,6.8754044,8.3862482,2.5592336,1.1852524,6.163153695,57.78176782,198.5383703,43.33647896,30.0717667,-0.195983485,6.9409178,62822.25,0.124554113,0,8.498293386,6.3118449,1.5902358,0.43579597,1.092642828,0
2007,8.079049847,1.7666158,57.257154,9.3272415,4.5089203,1.5545493,0.78280059,64.737513,61.623755,147.28895,9.6981304,5250.6823,331.7644392,865.649374,49.953532,37.109679,357.26506,26.595246,127.25708,16.399738,2.4154053,9.3262891,6.6980995,8.4029745,2.7884,1.2649376,6.291390867,58.48229274,185.7974904,44.7114445,28.63840727,-0.196318194,6.9754073,62337.93139,0.121419389,0,8.82097267,5.7707437,1.7021554,0.59162888,0.966211967,0
2008,7.851407114,1.746034,56.837697,9.0353429,8.3395339,1.9164483,0.45696793,63.060877,57.108479,144.47281,6.337645,5191.6855,332.6474416,806.7509784,54.881457,33.091627,362.72449,30.815622,138.28669,17.544095,2.6196596,8.8123411,7.076053,10.669375,2.7884,1.3164863,6.207746414,58.48585884,177.8462078,44.04811188,26.90091901,-0.196652904,6.8835341,60242.35596,0.133277034,0,8.884539562,5.5737514,1.6171325,0.63840472,0.668337987,0
2009,7.650130381,1.7995507,55.355253,9.6854874,5.7877004,1.6755174,0.3835494,60.065148,54.788238,144.24254,3.7694324,5145.2658,332.9008152,812.7790233,61.506343,32.081369,366.5558,33.926872,160.10848,21.142804,2.9666725,9.9336003,7.8522494,16.223306,2.9974,1.4335012,6.193242949,58.63357562,180.6122203,41.28614527,26.63389478,-0.196987614,7.159861,55296.29517,0.106684212,0,8.688946568,5.2570896,1.7272846,0.47723148,0.754863283,0
