; default emissions and input from SSP245 these are Hector inputs not provided by GCAM and do not vary with scenario,,,,,,,,,,,,,,,,,,,,
; commit eb2b79f43a291af,,,,,,,,,,,,,,,,,,,,
; date Tue Sep  2 11:44:20 2025,,,,,,,,,,,,,,,,,,,,
; UNITS:, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Tg CH4, Gg, Gg, Gg, Gg, Tg N, W/m2, W/m2, Gg, Gg, Gg
Date,CCl4_emissions,CFC113_emissions,CFC114_emissions,CFC115_emissions,CFC11_emissions,CFC12_emissions,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_emissions,CH4N,HCFC141b_emissions,HCFC142b_emissions,HCFC22_emissions,HFC4310_emissions,N2O_natural_emissions,RF_albedo,SV,halon1211_emissions,halon1301_emissions,halon2402_emissions
2033,16.19366,0.06966,0.204129437,0.862671678,20.39784,0.75975,132.98673,0,5371.93636,208.4531147,47.324632,9.21995882,106.403792,0.688639118,9.948285681,-0.213077715,0,0.79991,0.6866,0.1601
2034,15.32648,0.06258,0.18569035,0.832921954,19.59832,0.6756,132.83244,0,5365.87868,208.4531147,45.102048,8.41712776,94.101646,0.660678004,9.948285681,-0.213826771,0,0.74608,0.6627,0.1537
2035,14.4593,0.0555,0.167251262,0.80317223,18.7988,0.59145,132.67815,0,5359.821,208.4531147,42.879464,7.6142967,81.7995,0.63271689,9.948285681,-0.214555132,0,0.69225,0.6388,0.1473
2036,13.59212,0.04842,0.148812174,0.773422506,17.99928,0.5073,132.52386,0,5353.76332,208.4531147,40.65688,6.81146564,69.497354,0.604755776,9.948285681,-0.215262798,0,0.63842,0.6149,0.1409
2037,12.72494,0.04134,0.130373087,0.743672782,17.19976,0.42315,132.36957,0,5347.70564,208.4531147,38.434296,6.00863458,57.195208,0.576794662,9.948285681,-0.215949768,0,0.58459,0.591,0.1345
2038,11.85776,0.03426,0.111933999,0.713923058,16.40024,0.339,132.21528,0,5341.64796,208.4531147,36.211712,5.20580352,44.893062,0.548833548,9.948285681,-0.216616043,0,0.53076,0.5671,0.1281
2039,10.99058,0.02718,0.093494912,0.684173334,15.60072,0.25485,132.06099,0,5335.59028,208.4531147,33.989128,4.40297246,32.590916,0.520872434,9.948285681,-0.217261623,0,0.47693,0.5432,0.1217
2040,10.1234,0.0201,0.075055824,0.65442361,14.8012,0.1707,131.9067,0,5329.5326,208.4531147,31.766544,3.6001414,20.28877,0.49291132,9.948285681,-0.217886507,0,0.4231,0.5193,0.1153
2041,9.65632,0.01853,0.0697235,0.633957487,14.28209,0.15651,131.72605,0,5322.43208,208.4531147,30.4061322,3.34120265,18.44822429,0.479428096,9.948285681,-0.218463363,0,0.39941,0.50294,0.11118
2042,9.18924,0.01696,0.064391176,0.613491364,13.76298,0.14232,131.5454,0,5315.33156,208.4531147,29.0457204,3.0822639,16.60767858,0.465944872,9.948285681,-0.218992191,0,0.37572,0.48658,0.10706
2043,8.72216,0.01539,0.059058851,0.593025241,13.24387,0.12813,131.36475,0,5308.23104,208.4531147,27.6853086,2.82332515,14.76713287,0.452461648,9.948285681,-0.219472991,0,0.35203,0.47022,0.10294
2044,8.25508,0.01382,0.053726527,0.572559118,12.72476,0.11394,131.1841,0,5301.13052,208.4531147,26.3248968,2.5643864,12.92658716,0.438978424,9.948285681,-0.219905762,0,0.32834,0.45386,0.09882
2045,7.788,0.01225,0.048394203,0.552092995,12.20565,0.09975,131.00345,0,5294.03,208.4531147,24.964485,2.30544765,11.08604145,0.4254952,9.948285681,-0.220290506,0,0.30465,0.4375,0.0947
2046,7.32092,0.01068,0.043061879,0.531626872,11.68654,0.08556,130.8228,0,5286.92948,208.4531147,23.6040732,2.0465089,9.24549574,0.412011976,9.948285681,-0.220627222,0,0.28096,0.42114,0.09058
2047,6.85384,0.00911,0.037729555,0.511160749,11.16743,0.07137,130.64215,0,5279.82896,208.4531147,22.2436614,1.78757015,7.40495003,0.398528752,9.948285681,-0.220915909,0,0.25727,0.40478,0.08646
2048,6.38676,0.00754,0.03239723,0.490694626,10.64832,0.05718,130.4615,0,5272.72844,208.4531147,20.8832496,1.5286314,5.56440432,0.385045528,9.948285681,-0.221156568,0,0.23358,0.38842,0.08234
2049,5.91968,0.00597,0.027064906,0.470228503,10.12921,0.04299,130.28085,0,5265.62792,208.4531147,19.5228378,1.26969265,3.72385861,0.371562304,9.948285681,-0.221349199,0,0.20989,0.37206,0.07822
2050,5.4526,0.0044,0.021732582,0.44976238,9.6101,0.0288,130.1002,0,5258.5274,208.4531147,18.162426,1.0107539,1.8833129,0.35807908,9.948285681,-0.221493802,0,0.1862,0.3557,0.0741
2051,5.20103,0.00406,0.020186656,0.435696317,9.27305,0.02641,129.60438,0,5239.04874,208.4531147,17.3846094,0.938056143,1.712466056,0.355389803,9.948285681,-0.221579484,0,0.17577,0.34449,0.07145
2052,4.94946,0.00372,0.01864073,0.421630254,8.936,0.02402,129.10856,0,5219.57008,208.4531147,16.6067928,0.865358386,1.541619212,0.352700526,9.948285681,-0.221606245,0,0.16534,0.33328,0.0688
2053,4.69789,0.00338,0.017094804,0.407564191,8.59895,0.02163,128.61274,0,5200.09142,208.4531147,15.8289762,0.792660629,1.370772368,0.350011249,9.948285681,-0.221574086,0,0.15491,0.32207,0.06615
2054,4.44632,0.00304,0.015548878,0.393498128,8.2619,0.01924,128.11692,0,5180.61276,208.4531147,15.0511596,0.719962872,1.199925524,0.347321972,9.948285681,-0.221483005,0,0.14448,0.31086,0.0635
2055,4.19475,0.0027,0.014002952,0.379432065,7.92485,0.01685,127.6211,0,5161.1341,208.4531147,14.273343,0.647265115,1.02907868,0.344632695,9.948285681,-0.221333003,0,0.13405,0.29965,0.06085
2056,3.94318,0.00236,0.012457026,0.365366002,7.5878,0.01446,127.12528,0,5141.65544,208.4531147,13.4955264,0.574567358,0.858231836,0.341943418,9.948285681,-0.22112408,0,0.12362,0.28844,0.0582
2057,3.69161,0.00202,0.0109111,0.351299939,7.25075,0.01207,126.62946,0,5122.17678,208.4531147,12.7177098,0.501869601,0.687384992,0.339254141,9.948285681,-0.220856236,0,0.11319,0.27723,0.05555
2058,3.44004,0.00168,0.009365174,0.337233876,6.9137,0.00968,126.13364,0,5102.69812,208.4531147,11.9398932,0.429171844,0.516538148,0.336564864,9.948285681,-0.220529472,0,0.10276,0.26602,0.0529
2059,3.18847,0.00134,0.007819249,0.323167813,6.57665,0.00729,125.63782,0,5083.21946,208.4531147,11.1620766,0.356474087,0.345691304,0.333875587,9.948285681,-0.220143786,0,0.09233,0.25481,0.05025
2060,2.9369,0.001,0.006273323,0.30910175,6.2396,0.0049,125.142,0,5063.7408,208.4531147,10.38426,0.28377633,0.17484446,0.33118631,9.948285681,-0.219699179,0,0.0819,0.2436,0.0476
2061,2.80139,9.20E-04,0.005825228,0.299431331,6.02076,0.00449,124.79645,0,5050.16298,208.4531147,9.93955833,0.263361767,0.158985329,0.328902266,9.948285681,-0.21923519,0,0.07732,0.23592,0.0459
2062,2.66588,8.40E-04,0.005377134,0.289760912,5.80192,0.00408,124.4509,0,5036.58516,208.4531147,9.49485666,0.242947203,0.143126197,0.326618222,9.948285681,-0.218751817,0,0.07274,0.22824,0.0442
2063,2.53037,7.60E-04,0.004929039,0.280090493,5.58308,0.00367,124.10535,0,5023.00734,208.4531147,9.05015499,0.22253264,0.127267066,0.324334178,9.948285681,-0.218249063,0,0.06816,0.22056,0.0425
2064,2.39486,6.80E-04,0.004480945,0.270420074,5.36424,0.00326,123.7598,0,5009.42952,208.4531147,8.60545332,0.202118076,0.111407935,0.322050134,9.948285681,-0.217726925,0,0.06358,0.21288,0.0408
2065,2.25935,6.00E-04,0.00403285,0.260749655,5.1454,0.00285,123.41425,0,4995.8517,208.4531147,8.16075165,0.181703513,0.095548804,0.31976609,9.948285681,-0.217185404,0,0.059,0.2052,0.0391
2066,2.12384,5.20E-04,0.003584756,0.251079236,4.92656,0.00244,123.0687,0,4982.27388,208.4531147,7.71604998,0.16128895,0.079689672,0.317482046,9.948285681,-0.216624501,0,0.05442,0.19752,0.0374
2067,1.98833,4.40E-04,0.003136661,0.241408817,4.70772,0.00203,122.72315,0,4968.69606,208.4531147,7.27134831,0.140874386,0.063830541,0.315198002,9.948285681,-0.216044216,0,0.04984,0.18984,0.0357
2068,1.85282,3.60E-04,0.002688567,0.231738398,4.48888,0.00162,122.3776,0,4955.11824,208.4531147,6.82664664,0.120459823,0.04797141,0.312913958,9.948285681,-0.215444547,0,0.04526,0.18216,0.034
2069,1.71731,2.80E-04,0.002240472,0.222067979,4.27004,0.00121,122.03205,0,4941.54042,208.4531147,6.38194497,0.100045259,0.032112278,0.310629914,9.948285681,-0.214825496,0,0.04068,0.17448,0.0323
2070,1.5818,2.00E-04,0.001792378,0.21239756,4.0512,8.00E-04,121.6865,0,4927.9626,208.4531147,5.9372433,0.079630696,0.016253147,0.30834587,9.948285681,-0.214187062,0,0.0361,0.1668,0.0306
2071,1.50882,1.80E-04,0.00165795,0.205751345,3.90912,7.30E-04,121.05505,0,4903.14712,208.4531147,5.68298413,0.073907751,0.014775588,0.306884574,9.948285681,-0.213514393,0,0.03408,0.16155,0.02951
2072,1.43584,1.60E-04,0.001523521,0.19910513,3.76704,6.60E-04,120.4236,0,4878.33164,208.4531147,5.42872496,0.068184805,0.013298029,0.305423278,9.948285681,-0.212807489,0,0.03206,0.1563,0.02842
2073,1.36286,1.40E-04,0.001389093,0.192458915,3.62496,5.90E-04,119.79215,0,4853.51616,208.4531147,5.17446579,0.06246186,0.011820471,0.303961982,9.948285681,-0.212066351,0,0.03004,0.15105,0.02733
2074,1.28988,1.20E-04,0.001254665,0.1858127,3.48288,5.20E-04,119.1607,0,4828.70068,208.4531147,4.92020662,0.056738915,0.010342912,0.302500686,9.948285681,-0.211290978,0,0.02802,0.1458,0.02624
2075,1.2169,1.00E-04,0.001120236,0.179166485,3.3408,4.50E-04,118.52925,0,4803.8852,208.4531147,4.66594745,0.05101597,0.008865353,0.30103939,9.948285681,-0.21048137,0,0.026,0.14055,0.02515
2076,1.14392,8.00E-05,9.86E-04,0.17252027,3.19872,3.80E-04,117.8978,0,4779.06972,208.4531147,4.41168828,0.045293024,0.007387794,0.299578094,9.948285681,-0.209637528,0,0.02398,0.1353,0.02406
2077,1.07094,6.00E-05,8.51E-04,0.165874055,3.05664,3.10E-04,117.26635,0,4754.25424,208.4531147,4.15742911,0.039570079,0.005910235,0.298116798,9.948285681,-0.208759451,0,0.02196,0.13005,0.02297
2078,0.99796,4.00E-05,7.17E-04,0.15922784,2.91456,2.40E-04,116.6349,0,4729.43876,208.4531147,3.90316994,0.033847134,0.004432676,0.296655502,9.948285681,-0.207847139,0,0.01994,0.1248,0.02188
2079,0.92498,2.00E-05,5.83E-04,0.152581625,2.77248,1.70E-04,116.00345,0,4704.62328,208.4531147,3.64891077,0.028124188,0.002955118,0.295194206,9.948285681,-0.206900593,0,0.01792,0.11955,0.02079
2080,0.852,0,4.48E-04,0.14593541,2.6304,1.00E-04,115.372,0,4679.8078,208.4531147,3.3946516,0.022401243,0.001477559,0.29373291,9.948285681,-0.205919811,0,0.0159,0.1143,0.0197
2081,0.81269,0,4.26E-04,0.141363939,2.53814,9.00E-05,115.2556,0,4675.23754,208.4531147,3.24927085,0.020790643,0.00134622,0.293536433,9.948285681,-0.20491247,0,0.01501,0.1107,0.01899
2082,0.77338,0,4.03E-04,0.136792468,2.44588,8.00E-05,115.1392,0,4670.66728,208.4531147,3.1038901,0.019180042,0.001214882,0.293339956,9.948285681,-0.203878569,0,0.01412,0.1071,0.01828
2083,0.73407,0,3.81E-04,0.132220997,2.35362,7.00E-05,115.0228,0,4666.09702,208.4531147,2.95850935,0.017569442,0.001083543,0.293143479,9.948285681,-0.202818108,0,0.01323,0.1035,0.01757
2084,0.69476,0,3.58E-04,0.127649526,2.26136,6.00E-05,114.9064,0,4661.52676,208.4531147,2.8131286,0.015958842,9.52E-04,0.292947002,9.948285681,-0.201731087,0,0.01234,0.0999,0.01686
2085,0.65545,0,3.36E-04,0.123078055,2.1691,5.00E-05,114.79,0,4656.9565,208.4531147,2.66774785,0.014348241,8.21E-04,0.292750525,9.948285681,-0.200617506,0,0.01145,0.0963,0.01615
2086,0.61614,0,3.14E-04,0.118506584,2.07684,4.00E-05,114.6736,0,4652.38624,208.4531147,2.5223671,0.012737641,6.90E-04,0.292554048,9.948285681,-0.199477365,0,0.01056,0.0927,0.01544
2087,0.57683,0,2.91E-04,0.113935113,1.98458,3.00E-05,114.5572,0,4647.81598,208.4531147,2.37698635,0.011127041,5.58E-04,0.292357571,9.948285681,-0.198310664,0,0.00967,0.0891,0.01473
2088,0.53752,0,2.69E-04,0.109363642,1.89232,2.00E-05,114.4408,0,4643.24572,208.4531147,2.2316056,0.00951644,4.27E-04,0.292161094,9.948285681,-0.197117403,0,0.00878,0.0855,0.01402
2089,0.49821,0,2.46E-04,0.104792171,1.80006,1.00E-05,114.3244,0,4638.67546,208.4531147,2.08622485,0.00790584,2.96E-04,0.291964617,9.948285681,-0.195897582,0,0.00789,0.0819,0.01331
2090,0.4589,0,2.24E-04,0.1002207,1.7078,0,114.208,0,4634.1052,208.4531147,1.9408441,0.00629524,1.64E-04,0.29176814,9.948285681,-0.194651201,0,0.007,0.0783,0.0126
2091,0.43762,0,2.02E-04,0.097055836,1.64769,0.0012,114.15364,0,4631.96653,208.4531147,1.86679494,0.007758679,0.001050708,0.289520936,9.948285681,-0.193390879,0,0.0071,0.07583,0.01215
2092,0.41634,0,1.79E-04,0.093890972,1.58758,0.0024,114.09928,0,4629.82786,208.4531147,1.79274578,0.009222117,0.001937244,0.287273732,9.948285681,-0.192116615,0,0.0072,0.07336,0.0117
2093,0.39506,0,1.57E-04,0.090726108,1.52747,0.0036,114.04492,0,4627.68919,208.4531147,1.71869662,0.010685556,0.002823779,0.285026528,9.948285681,-0.190828409,0,0.0073,0.07089,0.01125
2094,0.37378,0,1.34E-04,0.087561244,1.46736,0.0048,113.99056,0,4625.55052,208.4531147,1.64464746,0.012148995,0.003710314,0.282779324,9.948285681,-0.189526262,0,0.0074,0.06842,0.0108
2095,0.3525,0,1.12E-04,0.08439638,1.40725,0.006,113.9362,0,4623.41185,208.4531147,1.5705983,0.013612434,0.00459685,0.28053212,9.948285681,-0.188210173,0,0.0075,0.06595,0.01035
2096,0.33122,0,8.96E-05,0.081231515,1.34714,0.0072,113.88184,0,4621.27318,208.4531147,1.49654914,0.015075873,0.005483385,0.278284916,9.948285681,-0.186880143,0,0.0076,0.06348,0.0099
2097,0.30994,0,6.72E-05,0.078066651,1.28703,0.0084,113.82748,0,4619.13451,208.4531147,1.42249998,0.016539312,0.00636992,0.276037712,9.948285681,-0.185536171,0,0.0077,0.06101,0.00945
2098,0.28866,0,4.48E-05,0.074901787,1.22692,0.0096,113.77312,0,4616.99584,208.4531147,1.34845082,0.01800275,0.007256455,0.273790508,9.948285681,-0.184178257,0,0.0078,0.05854,0.009
2099,0.26738,0,2.24E-05,0.071736923,1.16681,0.0108,113.71876,0,4614.85717,208.4531147,1.27440166,0.019466189,0.008142991,0.271543304,9.948285681,-0.182806402,0,0.0079,0.05607,0.00855
2100,0.2461,0,0,0.068572059,1.1067,0.012,113.6644,0,4612.7185,208.4531147,1.2003525,0.020929628,0.009029526,0.2692961,9.948285681,-0.181420605,0,0.008,0.0536,0.0081
2101,0.244459333,0,0,0.068114912,1.099322,0.01192,112.9066373,0,4581.967043,208.4531147,1.19235015,0.020790097,0.008969329,0.267500793,9.948285681,-0.180062522,0,0.007946667,0.053242667,0.008046
2102,0.242818667,0,0,0.067657765,1.091944,0.01184,112.1488747,0,4551.215587,208.4531147,1.1843478,0.020650566,0.008909132,0.265705485,9.948285681,-0.178732153,0,0.007893333,0.052885333,0.007992
2103,0.241178,0,0,0.067200618,1.084566,0.01176,111.391112,0,4520.46413,208.4531147,1.17634545,0.020511035,0.008848935,0.263910178,9.948285681,-0.177429498,0,0.00784,0.052528,0.007938
2104,0.239537333,0,0,0.066743471,1.077188,0.01168,110.6333493,0,4489.712673,208.4531147,1.1683431,0.020371505,0.008788739,0.262114871,9.948285681,-0.176154556,0,0.007786667,0.052170667,0.007884
2105,0.237896667,0,0,0.066286324,1.06981,0.0116,109.8755867,0,4458.961217,208.4531147,1.16034075,0.020231974,0.008728542,0.260319563,9.948285681,-0.174907329,0,0.007733333,0.051813333,0.00783
2106,0.236256,0,0,0.065829177,1.062432,0.01152,109.117824,0,4428.20976,208.4531147,1.1523384,0.020092443,0.008668345,0.258524256,9.948285681,-0.173687815,0,0.00768,0.051456,0.007776
2107,0.234615333,0,0,0.06537203,1.055054,0.01144,108.3600613,0,4397.458303,208.4531147,1.14433605,0.019952912,0.008608148,0.256728949,9.948285681,-0.172496015,0,0.007626667,0.051098667,0.007722
2108,0.232974667,0,0,0.064914883,1.047676,0.01136,107.6022987,0,4366.706847,208.4531147,1.1363337,0.019813381,0.008547951,0.254933641,9.948285681,-0.171331928,0,0.007573333,0.050741333,0.007668
2109,0.231334,0,0,0.064457735,1.040298,0.01128,106.844536,0,4335.95539,208.4531147,1.12833135,0.01967385,0.008487754,0.253138334,9.948285681,-0.170195556,0,0.00752,0.050384,0.007614
2110,0.229693333,0,0,0.064000588,1.03292,0.0112,106.0867733,0,4305.203933,208.4531147,1.120329,0.019534319,0.008427558,0.251343027,9.948285681,-0.169086897,0,0.007466667,0.050026667,0.00756
2111,0.228052667,0,0,0.063543441,1.025542,0.01112,105.3290107,0,4274.452477,208.4531147,1.11232665,0.019394789,0.008367361,0.249547719,9.948285681,-0.168005953,0,0.007413333,0.049669333,0.007506
2112,0.226412,0,0,0.063086294,1.018164,0.01104,104.571248,0,4243.70102,208.4531147,1.1043243,0.019255258,0.008307164,0.247752412,9.948285681,-0.166952722,0,0.00736,0.049312,0.007452
2113,0.224771333,0,0,0.062629147,1.010786,0.01096,103.8134853,0,4212.949563,208.4531147,1.09632195,0.019115727,0.008246967,0.245957105,9.948285681,-0.165927205,0,0.007306667,0.048954667,0.007398
2114,0.223130667,0,0,0.062172,1.003408,0.01088,103.0557227,0,4182.198107,208.4531147,1.0883196,0.018976196,0.00818677,0.244161797,9.948285681,-0.164929401,0,0.007253333,0.048597333,0.007344
2115,0.22149,0,0,0.061714853,0.99603,0.0108,102.29796,0,4151.44665,208.4531147,1.08031725,0.018836665,0.008126573,0.24236649,9.948285681,-0.163959312,0,0.0072,0.04824,0.00729
2116,0.219849333,0,0,0.061257706,0.988652,0.01072,101.5401973,0,4120.695193,208.4531147,1.0723149,0.018697134,0.008066377,0.240571183,9.948285681,-0.163016936,0,0.007146667,0.047882667,0.007236
2117,0.218208667,0,0,0.060800559,0.981274,0.01064,100.7824347,0,4089.943737,208.4531147,1.06431255,0.018557603,0.00800618,0.238775875,9.948285681,-0.162102274,0,0.007093333,0.047525333,0.007182
2118,0.216568,0,0,0.060343412,0.973896,0.01056,100.024672,0,4059.19228,208.4531147,1.0563102,0.018418073,0.007945983,0.236980568,9.948285681,-0.161215326,0,0.00704,0.047168,0.007128
2119,0.214927333,0,0,0.059886265,0.966518,0.01048,99.26690933,0,4028.440823,208.4531147,1.04830785,0.018278542,0.007885786,0.235185261,9.948285681,-0.160356092,0,0.006986667,0.046810667,0.007074
2120,0.213286667,0,0,0.059429118,0.95914,0.0104,98.50914667,0,3997.689367,208.4531147,1.0403055,0.018139011,0.007825589,0.233389953,9.948285681,-0.159524571,0,0.006933333,0.046453333,0.00702
2121,0.211646,0,0,0.058971971,0.951762,0.01032,97.751384,0,3966.93791,208.4531147,1.03230315,0.01799948,0.007765392,0.231594646,9.948285681,-0.158720775,0,0.00688,0.046096,0.006966
2122,0.210005333,0,0,0.058514824,0.944384,0.01024,96.99362133,0,3936.186453,208.4531147,1.0243008,0.017859949,0.007705196,0.229799339,9.948285681,-0.157944704,0,0.006826667,0.045738667,0.006912
2123,0.208364667,0,0,0.058057677,0.937006,0.01016,96.23585867,0,3905.434997,208.4531147,1.01629845,0.017720418,0.007644999,0.228004031,9.948285681,-0.157196357,0,0.006773333,0.045381333,0.006858
2124,0.206724,0,0,0.05760053,0.929628,0.01008,95.478096,0,3874.68354,208.4531147,1.0082961,0.017580888,0.007584802,0.226208724,9.948285681,-0.156475734,0,0.00672,0.045024,0.006804
2125,0.205083333,0,0,0.057143383,0.92225,0.01,94.72033333,0,3843.932083,208.4531147,1.00029375,0.017441357,0.007524605,0.224413417,9.948285681,-0.155782835,0,0.006666667,0.044666667,0.00675
2126,0.203442667,0,0,0.056686235,0.914872,0.00992,93.96257067,0,3813.180627,208.4531147,0.9922914,0.017301826,0.007464408,0.222618109,9.948285681,-0.155117661,0,0.006613333,0.044309333,0.006696
2127,0.201802,0,0,0.056229088,0.907494,0.00984,93.204808,0,3782.42917,208.4531147,0.98428905,0.017162295,0.007404211,0.220822802,9.948285681,-0.154480212,0,0.00656,0.043952,0.006642
2128,0.200161333,0,0,0.055771941,0.900116,0.00976,92.44704533,0,3751.677713,208.4531147,0.9762867,0.017022764,0.007344014,0.219027495,9.948285681,-0.153870487,0,0.006506667,0.043594667,0.006588
2129,0.198520667,0,0,0.055314794,0.892738,0.00968,91.68928267,0,3720.926257,208.4531147,0.96828435,0.016883233,0.007283818,0.217232187,9.948285681,-0.153288486,0,0.006453333,0.043237333,0.006534
2130,0.19688,0,0,0.054857647,0.88536,0.0096,90.93152,0,3690.1748,208.4531147,0.960282,0.016743702,0.007223621,0.21543688,9.948285681,-0.15273421,0,0.0064,0.04288,0.00648
2131,0.195239333,0,0,0.0544005,0.877982,0.00952,90.17375733,0,3659.423343,208.4531147,0.95227965,0.016604172,0.007163424,0.213641573,9.948285681,-0.152207647,0,0.006346667,0.042522667,0.006426
2132,0.193598667,0,0,0.053943353,0.870604,0.00944,89.41599467,0,3628.671887,208.4531147,0.9442773,0.016464641,0.007103227,0.211846265,9.948285681,-0.151708798,0,0.006293333,0.042165333,0.006372
2133,0.191958,0,0,0.053486206,0.863226,0.00936,88.658232,0,3597.92043,208.4531147,0.93627495,0.01632511,0.00704303,0.210050958,9.948285681,-0.151237663,0,0.00624,0.041808,0.006318
2134,0.190317333,0,0,0.053029059,0.855848,0.00928,87.90046933,0,3567.168973,208.4531147,0.9282726,0.016185579,0.006982833,0.208255651,9.948285681,-0.150794242,0,0.006186667,0.041450667,0.006264
2135,0.188676667,0,0,0.052571912,0.84847,0.0092,87.14270667,0,3536.417517,208.4531147,0.92027025,0.016046048,0.006922637,0.206460343,9.948285681,-0.150378535,0,0.006133333,0.041093333,0.00621
2136,0.187036,0,0,0.052114765,0.841092,0.00912,86.384944,0,3505.66606,208.4531147,0.9122679,0.015906517,0.00686244,0.204665036,9.948285681,-0.149990542,0,0.00608,0.040736,0.006156
2137,0.185395333,0,0,0.051657618,0.833714,0.00904,85.62718133,0,3474.914603,208.4531147,0.90426555,0.015766986,0.006802243,0.202869729,9.948285681,-0.149630262,0,0.006026667,0.040378667,0.006102
2138,0.183754667,0,0,0.051200471,0.826336,0.00896,84.86941867,0,3444.163147,208.4531147,0.8962632,0.015627456,0.006742046,0.201074421,9.948285681,-0.149297696,0,0.005973333,0.040021333,0.006048
2139,0.182114,0,0,0.050743324,0.818958,0.00888,84.111656,0,3413.41169,208.4531147,0.88826085,0.015487925,0.006681849,0.199279114,9.948285681,-0.148992844,0,0.00592,0.039664,0.005994
2140,0.180473333,0,0,0.050286177,0.81158,0.0088,83.35389333,0,3382.660233,208.4531147,0.8802585,0.015348394,0.006621652,0.197483807,9.948285681,-0.148715706,0,0.005866667,0.039306667,0.00594
2141,0.178832667,0,0,0.04982903,0.804202,0.00872,82.59613067,0,3351.908777,208.4531147,0.87225615,0.015208863,0.006561456,0.195688499,9.948285681,-0.148466282,0,0.005813333,0.038949333,0.005886
2142,0.177192,0,0,0.049371882,0.796824,0.00864,81.838368,0,3321.15732,208.4531147,0.8642538,0.015069332,0.006501259,0.193893192,9.948285681,-0.148244571,0,0.00576,0.038592,0.005832
2143,0.175551333,0,0,0.048914735,0.789446,0.00856,81.08060533,0,3290.405863,208.4531147,0.85625145,0.014929801,0.006441062,0.192097885,9.948285681,-0.148050574,0,0.005706667,0.038234667,0.005778
2144,0.173910667,0,0,0.048457588,0.782068,0.00848,80.32284267,0,3259.654407,208.4531147,0.8482491,0.01479027,0.006380865,0.190302577,9.948285681,-0.147884291,0,0.005653333,0.037877333,0.005724
2145,0.17227,0,0,0.048000441,0.77469,0.0084,79.56508,0,3228.90295,208.4531147,0.84024675,0.01465074,0.006320668,0.18850727,9.948285681,-0.147745722,0,0.0056,0.03752,0.00567
2146,0.170629333,0,0,0.047543294,0.767312,0.00832,78.80731733,0,3198.151493,208.4531147,0.8322444,0.014511209,0.006260471,0.186711963,9.948285681,-0.147634867,0,0.005546667,0.037162667,0.005616
2147,0.168988667,0,0,0.047086147,0.759934,0.00824,78.04955467,0,3167.400037,208.4531147,0.82424205,0.014371678,0.006200275,0.184916655,9.948285681,-0.147551725,0,0.005493333,0.036805333,0.005562
2148,0.167348,0,0,0.046629,0.752556,0.00816,77.291792,0,3136.64858,208.4531147,0.8162397,0.014232147,0.006140078,0.183121348,9.948285681,-0.147496298,0,0.00544,0.036448,0.005508
2149,0.165707333,0,0,0.046171853,0.745178,0.00808,76.53402933,0,3105.897123,208.4531147,0.80823735,0.014092616,0.006079881,0.181326041,9.948285681,-0.147468584,0,0.005386667,0.036090667,0.005454
2150,0.164066667,0,0,0.045714706,0.7378,0.008,75.77626667,0,3075.145667,208.4531147,0.800235,0.013953085,0.006019684,0.179530733,9.948285681,-0.147468584,0,0.005333333,0.035733333,0.0054
2151,0.162426,0,0,0.045257559,0.730422,0.00792,75.018504,0,3044.39421,208.4531147,0.79223265,0.013813554,0.005959487,0.177735426,9.948285681,-0.147468584,0,0.00528,0.035376,0.005346
2152,0.160785333,0,0,0.044800412,0.723044,0.00784,74.26074133,0,3013.642753,208.4531147,0.7842303,0.013674024,0.00589929,0.175940119,9.948285681,-0.147468584,0,0.005226667,0.035018667,0.005292
2153,0.159144667,0,0,0.044343265,0.715666,0.00776,73.50297867,0,2982.891297,208.4531147,0.77622795,0.013534493,0.005839093,0.174144811,9.948285681,-0.147468584,0,0.005173333,0.034661333,0.005238
2154,0.157504,0,0,0.043886118,0.708288,0.00768,72.745216,0,2952.13984,208.4531147,0.7682256,0.013394962,0.005778897,0.172349504,9.948285681,-0.147468584,0,0.00512,0.034304,0.005184
2155,0.155863333,0,0,0.043428971,0.70091,0.0076,71.98745333,0,2921.388383,208.4531147,0.76022325,0.013255431,0.0057187,0.170554197,9.948285681,-0.147468584,0,0.005066667,0.033946667,0.00513
2156,0.154222667,0,0,0.042971824,0.693532,0.00752,71.22969067,0,2890.636927,208.4531147,0.7522209,0.0131159,0.005658503,0.168758889,9.948285681,-0.147468584,0,0.005013333,0.033589333,0.005076
2157,0.152582,0,0,0.042514677,0.686154,0.00744,70.471928,0,2859.88547,208.4531147,0.74421855,0.012976369,0.005598306,0.166963582,9.948285681,-0.147468584,0,0.00496,0.033232,0.005022
2158,0.150941333,0,0,0.04205753,0.678776,0.00736,69.71416533,0,2829.134013,208.4531147,0.7362162,0.012836839,0.005538109,0.165168275,9.948285681,-0.147468584,0,0.004906667,0.032874667,0.004968
2159,0.149300667,0,0,0.041600382,0.671398,0.00728,68.95640267,0,2798.382557,208.4531147,0.72821385,0.012697308,0.005477912,0.163372967,9.948285681,-0.147468584,0,0.004853333,0.032517333,0.004914
2160,0.14766,0,0,0.041143235,0.66402,0.0072,68.19864,0,2767.6311,208.4531147,0.7202115,0.012557777,0.005417716,0.16157766,9.948285681,-0.147468584,0,0.0048,0.03216,0.00486
